id_comentario_anonimizado,comentario,final_misoginia,flag_misoginia,final_toxicidade,flag_toxicidade
comentario_346975,Ela por si já viu que não dá certo com esse jovem. Só estava buscando no pai a certeza e ele deu. Parabéns pai!,0,1,0,1
comentario_1337073,"LAMENTAVELMENTE,  POR MAIS TRISTE QUE SEJA,  ESTÁ CADA VEZ MAIS DIFÍCIL DE ACHAR MULHER DE VALOR......E MAIS FÁCIL ACHAR MULHER QUE TEM PREÇO 😅😅",1,1,1,1
comentario_2838214,"@  entenda uma coisa, em momento algum ele citou o nome de usuário ou o nome da senhora, ele apenas replicou uma piada com um trocadilho. E um detalhe adicional, se não fosse uma piada ele também estaria se referindo a irmã e mãe dele, ou seja, não faz sentido a sua revolta, além do mais, apenas a senhora veio reclamar, e não só reclamar, a senhora veio insinuando coisas de forma direta sobre a mãe dele.Se uma pessoa não se enquadra no que ele diz, não tem motivo algum para vim reclamar, sequer para vim dizer que a mãe dele é aquilo.E vou além, você em momento algum negou que você era aquilo, apenas insinuou que a mãe dele também fosse.😂😂😂😂😂",0,0,1,1
comentario_1947980,"Concordo plenamente. Um casamento não é feito para Deus, cai inevitavelmente na balança do quero ser feliz a todo custo × não quero ter o trabalho de consertar o que está ruim juntos. É uma ingenuidade achar que o casamento vai ser uma eterna lua de mel.",0,1,0,1
comentario_1630022,"@  só pq a lei no Brasil é falha que todas as mulheres são ruins? A culpa por acaso é de quem cria as leis ou das mulheres? Se tem homem ruim, tb vai ter mulher ruim que irá se aproveitar das leis, principalmente no Brasil. Isso ñ quer dizer que todas as acusações são falsas ou que ñ tem mulheres que precisam de leis para serem protegidas. Sabemos que essas leis nem ajudam realmente as mulheres que precisam, já que muitas são mortas e o assassino mal fica na cadeia.",0,0,0,1
comentario_1466933,"Não se preocupe, tem muitas mulheres que gostam de fazer caridade no trabalho distribuindo a pepeka pros homens nas empresas, principalmente se o cara for o proprietário ou gerente. CONFIA MIQUEINHA NA SUA HONRRADINHA!!!  Não se preocupe, ela deve estar jogando sinuca, acariciando com a mão e com a boca as bolas e o taco. 🤮💩🤬👿🤡Namoro, casamento e filhos não servem pra nada na vida de um homem pois é só despesa financeira e muita dor de cabeça pro homem ter mulher dentro de casa. Eu por exemplo, só me relaciono com garotas de programa pois gastamos menos e nos divertimos mais nesta vida. Lembrem-se que mulher não gosta de homem, elas gostam é de dinheiro. E além do mais, a maioria esmagadora das mulheres são feministas, narcisistas, tóxicas e abusivas e ainda pregam o ódio contra nós homens dizendo que não prestamos, temos que morrer e desaparecer da face da terra. HOMENS, não se iludam com essas mulheres/feministas, narcisistas, tóxicas e abusivas atualmente, pois se você quiser ter sérios e graves problemas na sua vida, passar por situações idênticas e muito piores a que outros homens estão passando ou já passaram, se tornar refém, ter a sua vida transformada num caos, num calvário, num inferno, perder a sua paz, a sua sanidade mental, a sua tranquilidade, a sua qualidade de vida, sua saúde, suas forças, suas ótimas noites de sono, seu bem-estar, sua alegria de viver, seu sossego, a sua liberdade, seu dinheiro/patrimônio, sofrer falsas acusações e ainda poder ser preso. É muito fácil: seja mais um a cair no golpe do namoro firme, do ficar noivo, do morar juntos e do casamento. Não tem erro, a sua vida nunca mais será a mesma. Assim, além de sofrer horrores, você descobrirá pela dor o quanto ser um homem solteiro convicto é uma dádiva, é maravilhoso e é acima de tudo a suprema felicidade. A vida é feita de escolhas. Então, faça as suas!!! REDPILL AND MGTOW FOREVER.",1,1,1,1
comentario_956707,"Um homem com medo é como um poço sem fundo de amargura. Engraçado que esta geração de Pills não percebe nem quando homem é elogiado e apoiado. Tudo é manipulação para eles. Homem só pensa em custo - benefício sim. Ele também é interesseiro. E não tem só a ver com a parte financeira. É como ele funciona. Esse canal aqui é a prova disso: um punhado de homem desecantado que não tem onde investir o seu tempo a baixo custo e que acha que mulher deve servir e não exigir, ou seja, homem não quer risco de perder, só tirar vantagem. Eu pergunto, quanta mulher de ""carroucel"" teriam pegado se tivesse oportunidade? Suponho que todas. Aí tiravam vantagem, seriam piranhas mas davam benefícios. Mas como as piranhas estão exigindo algo em troca, aí já é diferente. Elas não merecem porque são piranhas. Não é uma questão de não querer piranha porque ela é imoral, é porque ela não quer ficar na desvantagem que dá jeito ao homem e representa ameaça para bolsa e reputação,  ou seja, dar pouco e receber muito, é a combinação perfeita para eles. Esta é a verdade. Agora, mulher séria também não quer ""chave"" gasta, oportunista, e cheia de vicios e traumas. Nem pensem que com essa atitude atraem alguém decente. Os homens devem preocupar-se em crescer não só a nivel financeiro, devem trabalhar o cérebro, a autoestima e a autonomia também. Deixem de ser emocionados de raiva reprimida e lutem por vocês.",1,0,1,1
comentario_1658807,"Pior que é real essas histórias do Da Vinci, passava a pimenta nos pupilos, Salai e Melzi tinham menos 14 anos quando foram viver com ele, teve até que ir embora da cidade depois de ser acusado de sodomia e envolvimento com prostitutos.",0,1,1,0
comentario_101540,"O Raiam deveria assistir o episódio inteiro... Vai entender pq ela não é casada e pq ela foi levantada por Deus para aconselhar os jovens a casarem certo e não serem promíscuos... Ou seja, era um café com teu pai/tua mãe antes da modinha.",0,1,0,1
comentario_889789,Concordo plenamente com você....é bem isso mesmo.,0,1,0,1
comentario_1444128,"Eu já vi video desse cara ai mandando essa mulher embora no Natal...ou estou enganado? As vozes e o Bio tipo é o mesmo, será que o cara perdoou daquela vez? Ou ela meteu chifre em outro? Ou armação?",0,0,0,0
comentario_810882,"Sou fã desse rapaz, ele realmente têm razão",0,1,0,1
comentario_1841178,"Ame a a si mesmo, antes de amar qualquer pessoa. O mandamento diz: ""ame ao seu próximo,  COMO A SI MESMO""",0,1,0,1
comentario_3000000,"@  meu marido me traiu eu estava com bebê de 15 dias peguei minhas coisas e foi embora, assassinar alguém é muito pior que trai  mu alguém muito pior não tem comparação  sim só Deus pode julgar então você não deve julgar alguém pq traiu.",0,1,0,1
comentario_2050012,"Beyoncé, rihanna, kim kardashian etc, vivem semi nuas, e ninguém compara as mulheres Norte Americanas à elas ?",1,1,1,0
comentario_1330622,"É infelizmente existe esse tipo de aceitação, o mundo vai a cada dia ficando pior.",0,1,0,1
comentario_2335171,BOA NOITE PARABENS COLIDER MT ABRACOS  e BEIJOS ❤❤❤,0,1,0,1
comentario_3025063,"Todo mundo aqui nessa comunidade sabe que esse papo de mulher é caro é pra beta, normal e sub-five, quem é CHAD come sem gastar um Real e com poucas ideias.",1,1,1,0
comentario_448463,"Por trás duma armadura de ""virtude"" mangina está um esqueleto misógino",0,1,0,0
comentario_2264481,"​ ,  terapeuta é coisa de homem, o que todos precisam é de Cristo em suas vidas, Deus é o sentido da vida.",1,0,0,0
comentario_401749,🍷🗿🚩😡AGORA É TARDE O HOMEM DESCOBRIU QUE TEM UM PODER O PODER DE IR EMBORA  E VIVER EM PAZ LONGE DE MULHER 🤔🙄🤔🙄🙄🤔🙄🙄🤔🤔🙄🙄🙄🙄🤔🤔🙄🤔🙄🙄🙄🙄,1,1,1,1
comentario_977259,Postando isso na internet se fazendo de vitima. Deve ser por isso que pulou fora.Capaz que foi ela que terminou e agora ta enxendo o saco. Quero mais contexto.,0,1,1,0
comentario_1513140,"Mulher doida e assim mesmo, ficam de joguinhos",1,1,1,1
comentario_104489,Eu acho que ela esta zuando! Foi ela que cagou no feio quando ele foi embora...,0,1,1,0
comentario_1905828,"Quenha assumida , cobrou na lata😅😅",0,0,1,0
comentario_194284,Eu te raspo já raspei minha esposa,1,0,1,0
comentario_329031,Será sim 😂😂😂Dezenas de milhões!Que jumento kk,0,1,1,1
comentario_1216661,Ele é Jôvem e no momento  certo  vai encontrar  alguém,0,1,0,1
comentario_1051446,Estão destruído o bem privado de alguém!!!,0,1,0,0
comentario_1632082,"Prêmio Nobel é atribuído pela academia Sueca, não na Suiça.  Paguei uma falha do grande Serjão 😊",0,1,0,1
comentario_1877275,tem mais leis vindo    so  esperar pra ver,0,1,0,1
comentario_64093,Job e trabalho em inglês. Kkkk só que hj em dia em puta kkkkk 😂kkkk ou parado na esquina esperando um otário 😂,1,0,1,0
comentario_2281737,"Isso pode até ser um teatro mas isso pode acontecer sim é fato a juventude de hoje é muitas vezes vazios e infelizmente, que triste",0,1,0,1
comentario_1071295,"Adoro sua histórias. Me deixam mais feliz em saber que existe gente muito mais infeliz que eu. Você, no caso. Moro no nordeste, na praia. Onde muitos sudestinos vêm escapar.",0,1,1,0
comentario_1600299,"""Nera"" esse jogador que namorava uma trans? Tá solteiro ou pulou a cerca?",0,1,1,0
comentario_2335606,E uma companheira ou é uma garota de programa?,0,0,0,1
comentario_1674094,Desculpa fajuta pra ser kenga e se mostrar pra macho.,1,1,1,1
comentario_855739,"Vai do marido, isso é um previlégio de poucos.",0,1,0,1
comentario_1627045,"""nem tudo o q voce ve na internet é real."" eu diria q quase tudo é ficção. :)",0,1,0,1
comentario_1676693,"Eu acho que o Gustavo é demi-sexual,pesquisem sobre,é interessante,eu também sou e tem muitas pessoas que são mas não sabem,é legal saber sobre isso.",0,1,0,1
comentario_770830,"a mesma conversinha de sempre""sertanejo faz apologia a bebida""MAS BEBER NAO É CRIME PORRA, puta que pariu... é dificil de entender, é dificil demais",0,1,1,1
comentario_464118,E você já deu para quantas 😅😅😅😅,0,1,1,1
comentario_124366,Kokk .. minha amiga ? Kkkk ta bom eu acredito no papai noel .,0,1,0,1
comentario_2869845,Conheço várias mulheres a minha volta que fizeram isso depois de família consolidada e marido bom. Estão na pista e são mais p#tas que muita novinhas modernetes,1,1,1,1
comentario_2226767,meta mesmo gostoso mas não use drogas e não engravide usa camisinha e muito anticoncepcional meta mesmo vai tudo pro inferno seja feliz na terra,0,1,1,1
comentario_2106526,Esse pai tem meu respeito. 👏🏻👏🏻👏🏻👏🏻,0,1,0,1
comentario_1407990,📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ComboManual,0,1,0,1
comentario_1255853,"Estou com vc mano, eu também não aturo esse tipinho de gente.",0,1,1,1
comentario_2304333,"E isto é porque no casamento é o homem que ainda tem senso de responsabilidade, principalmente se tiver filho, pois é justamente o homem, cuja mente é racional, que consegue ter nocao real da seriedade e da dificuldade de prover. E é tambem o homem que tem de aguentar o tranco de abrir mao de usar sua renda para si mesmo. A donzela joga no modo facil e ainda é a rainha de reclamar. Agora, sobre o video em si: que conversinha mais mole e sem substancia, apenas falas baratas e shaming. É isto o que sobrou vindo de um cara que se acha homem de verdade e se acha mais fiel a Deus do que aqueles para quem fala?",1,1,1,1
comentario_2344352,"Um tomando sopinha do outro, mas com muito respeito.😂😂😂😂😂😂😂",0,1,0,1
comentario_488291,"Criei meu filhos assim e o pai deles me reclamava. Hoje meus filhos são cidadãos do bem e muito educados e muito elogiados, graças a Deus 🙏🙌❤️❤️❤️ O mais velho tem 39Do meio 38Mais novo 35. Graças a Deus 🙌🙏",0,1,0,1
comentario_1934897,"Não gosto desse critério de ""merecimento"" que a mulher usa com o homem.",1,0,0,0
comentario_106040,"Em que planeta ela vive que não sabe da lei ""Não é Não"" e que isso da até cadeia, nem bom dia dou mais para as digníssimas kkkkkkkk",1,1,1,0
comentario_2079518,Então você não saiu com a mulher você saiu com uma boneca Porque se ela teve que botar cílio botar cabelo botar peito botar a bunda botar tudo então não era uma pessoa era uma coisa falsa e dizer que é borrifada do perfume saiu mais caro que o jantar essas piriguete não conhece perfume bom armas conhece o Jequiti Hinode essas porcaria que tá aí na praça geralmente esse tipo de perfume não sai muito caro É quase de graça pensa uma coisinha nojenta Avon Hinode que deve ser esse tipo de coisa que você tá se referindo não é,1,1,1,1
comentario_1293498,Gosta sim se nao gostasse nao pagaria para a amante e nao ficaria com uma que usa tudo isso😂😂,0,0,0,1
comentario_2913908,"Infelizmente tem pessoas com autotima muito baixoQue tem que chamar antenção.Ela precisa de ajuda,Não de critica.🙏",0,1,0,1
comentario_2367085,Porque a mulher do pastor transo com medigo,0,1,0,0
comentario_267658,"Tbm estou cansado. Mas não é só o empreendedor que é roubado e injusticado no Brasil.Falar que quem coloca comida na mesa do das pessoas é o empreendedor, e de rir né? Coloca comida na mesa pq ele tem retorno próprio. Nunca vi empreendedor empregar sem necessidade...",0,1,0,1
comentario_716317,"Se tá on, tá liberado ué, seis inventa cada coisa",0,1,0,0
comentario_1586187,O que você faz de você não me interessa mas cuidado ao falar que é Cristã.  Respeito muito respeito  ao Cristianismo..,0,1,0,0
comentario_2234041,"Minha mãe é mais homem do que esse pai😂😂😂 quando isso acontecia comigo e com minha irmã, ela já vinha na voadora 😂😂 minha irmã apanhava com o fio do ferro de passar. Eu já ficava pianinho só de ver ela apanhar.😂😂",0,0,1,0
comentario_1160569,nao importa o que o cara ta conseguindo fazer e sim se esta lutando ou parado,0,1,0,1
comentario_2807037,"Se assumiu( registrou legalmente) ele se fodeo❤. Vai pagar pensão e mesmo que não tenha registrado ela pode dar entrada na pensão socio afetiva. O dinheiro da pensão ela vai usar pra comprar picanha e cerveja pra o macho dela... Meu tio passa por isso. Assumiu a filha que não era dele, depois tomou umas pontas, a mulher ( dona Carminha) botou ele pra fora de casa( a casa era dele presente da minha avó) e paga pensão pra filha dos outros, e a dona pôs o macho em casa( obviamente) e vivem de muita cerveja e churrasco regados a bolsa família, pensão de duas outras crianças e a do meu tio é claro. De quem foi o erro? Dele( meu tio). Todos nós na família dissemos: Valter, vc vai assumir uma mulher com dois filhos e um na barriga que não são seus? Olha... Esse para mim bateu o recorde de otarice ( se é que essa palavra existe), idiotice e etc.",1,1,1,1
